date,date_block_num,shop_id,item_id,item_price,item_cnt_day
03.01.2013,0,2,8661,149.0,1.0
05.01.2013,0,2,8662,149.0,1.0
01.01.2013,0,2,8665,299.0,1.0
01.01.2013,0,2,8712,198.0,1.0
07.01.2013,0,2,8743,149.0,1.0
04.01.2013,0,2,9216,299.0,2.0
03.01.2013,0,2,8925,58.0,1.0
03.01.2013,0,2,8938,99.0,1.0
19.01.2013,0,2,8958,249.5,1.0
13.01.2013,0,2,9280,899.0,1.0
11.01.2013,0,2,9000,5538.32,1.0
05.01.2013,0,2,9336,399.0,1.0
04.01.2013,0,2,9383,269.0,1.0
04.01.2013,0,2,9384,229.0,2.0
22.01.2013,0,2,9043,399.0,1.0
13.01.2013,0,2,9145,149.0,1.0
11.01.2013,0,2,9484,460.68,1.0
18.01.2013,0,2,9507,149.0,1.0
20.01.2013,0,2,9609,499.0,1.0
05.01.2013,0,2,9638,699.0,1.0
11.01.2013,0,2,9674,499.0,1.0
04.01.2013,0,2,9748,499.0,1.0
11.01.2013,0,2,10193,299.5,1.0
06.01.2013,0,2,10197,599.0,1.0
17.01.2013,0,2,8646,149.0,1.0
18.01.2013,0,2,9180,399.0,1.0
16.01.2013,0,2,8571,299.0,1.0
07.01.2013,0,2,8432,399.0,1.0
13.01.2013,0,2,7945,13990.0,1.0
20.01.2013,0,2,7945,13990.0,1.0
14.01.2013,0,2,7952,1990.0,1.0
09.01.2013,0,2,7956,6990.0,1.0
18.01.2013,0,2,7956,6790.0,1.0
12.01.2013,0,2,7974,1999.0,1.0
14.01.2013,0,2,7974,1999.0,1.0
12.01.2013,0,2,7912,599.0,1.0
16.01.2013,0,2,7912,599.0,1.0
09.01.2013,0,2,7913,1999.0,1.0
11.01.2013,0,2,7991,299.0,1.0
18.01.2013,0,2,8032,299.0,1.0
11.01.2013,0,2,9905,1799.0,1.0
03.01.2013,0,2,8045,299.0,1.0
18.01.2013,0,2,8094,1068.54,1.0
22.01.2013,0,2,8095,420.39,1.0
15.01.2013,0,2,8151,149.0,1.0
18.01.2013,0,2,8156,149.0,1.0
12.01.2013,0,2,8480,349.0,1.0
12.01.2013,0,2,8497,349.0,1.0
11.01.2013,0,2,8248,149.0,1.0
07.01.2013,0,2,8264,199.0,1.0
13.01.2013,0,2,8294,149.0,1.0
22.01.2013,0,2,8528,632.0,1.0
13.01.2013,0,2,8539,349.0,1.0
24.01.2013,0,2,8414,499.0,1.0
19.01.2013,0,2,8093,1399.0,1.0
13.01.2013,0,2,13357,45.0,1.0
16.01.2013,0,2,13357,45.0,1.0
12.01.2013,0,2,13351,70.0,2.0
05.01.2013,0,2,16890,399.0,1.0
11.01.2013,0,2,16950,149.0,1.0
20.01.2013,0,2,16987,299.0,1.0
03.01.2013,0,2,16993,399.0,1.0
13.01.2013,0,2,16993,399.0,1.0
04.01.2013,0,2,17622,299.0,1.0
04.01.2013,0,2,17625,299.0,1.0
17.01.2013,0,2,17102,299.0,1.0
08.01.2013,0,2,17118,58.0,1.0
09.01.2013,0,2,17122,149.0,1.0
23.01.2013,0,2,17145,149.0,1.0
04.01.2013,0,2,17163,299.0,1.0
09.01.2013,0,2,17166,149.0,1.0
04.01.2013,0,2,17218,399.0,1.0
02.01.2013,0,2,17241,349.0,1.0
08.01.2013,0,2,17250,28.0,1.0
15.01.2013,0,2,17695,499.0,1.0
15.01.2013,0,2,17286,28.0,1.0
23.01.2013,0,2,17288,149.0,1.0
07.01.2013,0,2,17706,599.0,1.0
11.01.2013,0,2,17706,599.0,1.0
02.01.2013,0,2,17707,899.0,1.0
19.01.2013,0,2,17707,899.0,2.0
09.01.2013,0,2,17710,1499.0,1.0
13.01.2013,0,2,17710,1499.0,1.0
13.01.2013,0,2,16871,549.0,1.0
16.01.2013,0,2,17710,1499.0,1.0
04.01.2013,0,2,16860,799.0,1.0
05.01.2013,0,2,16720,149.0,1.0
17.01.2013,0,2,15702,549.0,1.0
12.01.2013,0,2,15768,399.0,1.0
15.01.2013,0,2,16332,2499.0,1.0
07.01.2013,0,2,16333,599.0,1.0
03.01.2013,0,2,15833,149.0,1.0
16.01.2013,0,2,15833,149.0,1.0
03.01.2013,0,2,15836,149.0,1.0
06.01.2013,0,2,15836,149.0,1.0
07.01.2013,0,2,15836,149.0,1.0
13.01.2013,0,2,16416,149.0,1.0
15.01.2013,0,2,16430,899.0,1.0
01.01.2013,0,2,16450,399.0,1.0
17.01.2013,0,2,16450,399.0,1.0
18.01.2013,0,2,16450,399.0,1.0
17.01.2013,0,2,16451,499.0,1.0
22.01.2013,0,2,16459,299.0,1.0
04.01.2013,0,2,16786,249.0,1.0
06.01.2013,0,2,16510,399.0,1.0
05.01.2013,0,2,16526,149.0,1.0
10.01.2013,0,2,16588,299.0,1.0
08.01.2013,0,2,16599,149.0,1.0
19.01.2013,0,2,16626,249.5,1.0
13.01.2013,0,2,16631,549.0,1.0
04.01.2013,0,2,16665,1999.0,1.0
20.01.2013,0,2,16665,1999.0,1.0
18.01.2013,0,2,16857,148.0,1.0
21.01.2013,0,2,17710,1499.0,1.0
25.01.2013,0,2,17717,99.0,1.0
20.01.2013,0,2,17343,549.0,1.0
14.01.2013,0,2,18324,299.0,1.0
16.01.2013,0,2,18332,299.0,1.0
19.01.2013,0,2,18329,299.0,1.0
19.01.2013,0,2,18378,199.0,1.0
19.01.2013,0,2,18443,199.0,1.0
14.01.2013,0,2,18460,299.0,1.0
25.01.2013,0,2,18463,199.0,1.0
19.01.2013,0,2,18473,199.0,1.0
21.01.2013,0,2,19315,299.0,1.0
06.01.2013,0,2,18544,149.0,1.0
23.01.2013,0,2,18549,149.0,1.0
23.01.2013,0,2,18550,149.0,1.0
17.01.2013,0,2,19321,299.0,1.0
04.01.2013,0,2,18586,399.0,1.0
21.01.2013,0,2,18586,399.0,1.0
25.01.2013,0,2,18613,149.0,1.0
09.01.2013,0,2,18669,199.0,1.0
25.01.2013,0,2,18721,149.0,1.0
05.01.2013,0,2,19362,1998.5,1.0
19.01.2013,0,2,19365,349.0,1.0
09.01.2013,0,2,19366,399.0,1.0
06.01.2013,0,2,18823,299.0,1.0
11.01.2013,0,2,18846,299.0,1.0
17.01.2013,0,2,18846,299.0,1.0
15.01.2013,0,2,18854,299.0,1.0
19.01.2013,0,2,18294,299.0,1.0
02.01.2013,0,2,18294,299.0,1.0
08.01.2013,0,2,18260,199.0,1.0
09.01.2013,0,2,18255,199.0,1.0
06.01.2013,0,2,17354,149.0,1.0
07.01.2013,0,2,17719,148.0,1.0
22.01.2013,0,2,17481,1178.61,1.0
13.01.2013,0,2,17503,249.0,1.0
23.01.2013,0,2,17503,249.0,1.0
09.01.2013,0,2,17543,1199.0,1.0
22.01.2013,0,2,17543,1199.0,1.0
19.01.2013,0,2,17756,349.0,1.0
23.01.2013,0,2,17762,149.0,1.0
18.01.2013,0,2,17799,80.25,1.0
04.01.2013,0,2,17828,149.0,1.0
12.01.2013,0,2,17838,499.0,1.0
03.01.2013,0,2,15677,149.0,1.0
15.01.2013,0,2,18059,249.0,1.0
03.01.2013,0,2,17868,149.0,1.0
04.01.2013,0,2,17916,149.0,1.0
09.01.2013,0,2,18075,299.0,1.0
09.01.2013,0,2,18079,249.0,1.0
18.01.2013,0,2,17946,299.0,1.0
22.01.2013,0,2,17954,98.0,1.0
24.01.2013,0,2,17955,149.0,1.0
19.01.2013,0,2,18095,349.0,1.0
24.01.2013,0,2,18182,149.0,1.0
13.01.2013,0,2,18214,249.0,1.0
07.01.2013,0,2,18215,199.0,1.0
09.01.2013,0,2,18248,199.0,1.0
02.01.2013,0,2,17867,291.15,1.0
14.01.2013,0,2,15585,149.0,1.0
08.01.2013,0,2,16227,379.0,2.0
04.01.2013,0,2,16227,379.0,1.0
17.01.2013,0,2,13063,199.0,1.0
07.01.2013,0,2,13776,149.0,1.0
15.01.2013,0,2,13785,199.0,1.0
17.01.2013,0,2,13835,199.0,1.0
02.01.2013,0,2,13850,407.85,1.0
11.01.2013,0,2,13851,399.0,1.0
23.01.2013,0,2,13852,1399.0,1.0
10.01.2013,0,2,13854,599.0,1.0
02.01.2013,0,2,13878,199.0,1.0
20.01.2013,0,2,13892,349.0,1.0
10.01.2013,0,2,13923,149.0,1.0
11.01.2013,0,2,13972,149.0,1.0
09.01.2013,0,2,14008,149.0,1.0
15.01.2013,0,2,13994,249.0,1.0
03.01.2013,0,2,14006,149.0,1.0
12.01.2013,0,2,14215,299.0,1.0
05.01.2013,0,2,14223,299.0,1.0
20.01.2013,0,2,14040,149.0,1.0
02.01.2013,0,2,14060,149.0,1.0
07.01.2013,0,2,14079,349.0,1.0
08.01.2013,0,2,14119,149.0,1.0
15.01.2013,0,2,14140,299.0,1.0
23.01.2013,0,2,14238,298.0,1.0
09.01.2013,0,2,14245,149.0,1.0
06.01.2013,0,2,14252,199.0,1.0
14.01.2013,0,2,13040,549.0,1.0
16.01.2013,0,2,13735,599.0,1.0
08.01.2013,0,2,13735,599.0,1.0
13.01.2013,0,2,12964,199.0,1.0
18.01.2013,0,2,13351,70.0,3.0
09.01.2013,0,2,12727,1490.0,1.0
15.01.2013,0,2,13393,10990.0,1.0
13.01.2013,0,2,13478,13990.0,1.0
14.01.2013,0,2,13478,13990.0,1.0
03.01.2013,0,2,13480,13990.0,2.0
04.01.2013,0,2,13480,13990.0,1.0
02.01.2013,0,2,13484,13490.0,1.0
18.01.2013,0,2,13490,13290.0,1.0
19.01.2013,0,2,13510,3790.0,1.0
24.01.2013,0,2,13510,3790.0,1.0
17.01.2013,0,2,13511,1599.0,1.0
25.01.2013,0,2,14257,149.0,1.0
18.01.2013,0,2,13511,1599.0,1.0
07.01.2013,0,2,13419,699.0,1.0
13.01.2013,0,2,13419,999.0,1.0
08.01.2013,0,2,13433,12990.0,1.0
01.01.2013,0,2,13434,13489.5,1.0
20.01.2013,0,2,13435,11990.0,1.0
07.01.2013,0,2,13450,2799.0,1.0
03.01.2013,0,2,13517,3790.0,1.0
21.01.2013,0,2,13517,3790.0,1.0
23.01.2013,0,2,12756,399.0,1.0
07.01.2013,0,2,12807,199.0,1.0
24.01.2013,0,2,12828,149.0,1.0
10.01.2013,0,2,12830,749.0,1.0
02.01.2013,0,2,13417,699.0,1.0
01.01.2013,0,2,6911,599.0,1.0
07.01.2013,0,2,14261,399.0,1.0
25.01.2013,0,2,14417,149.0,1.0
25.01.2013,0,2,14733,149.0,1.0
16.01.2013,0,2,14805,1599.0,1.0
24.01.2013,0,2,14814,149.0,1.0
20.01.2013,0,2,15197,249.0,1.0
04.01.2013,0,2,15258,629.0,1.0
05.01.2013,0,2,15380,1109.0,1.0
01.01.2013,0,2,15456,549.0,1.0
04.01.2013,0,2,15458,449.0,1.0
05.01.2013,0,2,15505,629.0,1.0
06.01.2013,0,2,15505,629.0,2.0
19.01.2013,0,2,15505,629.0,1.0
04.01.2013,0,2,15880,1579.0,1.0
06.01.2013,0,2,15880,1579.0,1.0
20.01.2013,0,2,16014,299.0,1.0
18.01.2013,0,2,16147,549.0,1.0
18.01.2013,0,2,16148,549.0,1.0
10.01.2013,0,2,16154,639.0,1.0
19.01.2013,0,2,16159,629.0,1.0
01.01.2013,0,2,16162,629.0,1.0
18.01.2013,0,2,16167,659.0,1.0
10.01.2013,0,2,16203,599.0,1.0
20.01.2013,0,2,16205,299.0,1.0
20.01.2013,0,2,16206,599.0,1.0
06.01.2013,0,2,16219,399.0,1.0
22.01.2013,0,2,16219,399.0,1.0
13.01.2013,0,2,14698,149.0,1.0
18.01.2013,0,2,14616,179.0,3.0
18.01.2013,0,2,15134,170.0,1.0
20.01.2013,0,2,15118,170.0,1.0
20.01.2013,0,2,15010,249.0,1.0
08.01.2013,0,2,14432,149.0,1.0
04.01.2013,0,2,14433,299.0,1.0
09.01.2013,0,2,14433,299.0,1.0
05.01.2013,0,2,14447,499.0,1.0
08.01.2013,0,2,14447,499.0,1.0
24.01.2013,0,2,14447,499.0,1.0
03.01.2013,0,2,14453,149.0,1.0
22.01.2013,0,2,14453,149.0,1.0
05.01.2013,0,2,14456,249.0,1.0
14.01.2013,0,2,15016,249.0,1.0
02.01.2013,0,2,14535,149.0,1.0
04.01.2013,0,2,14386,149.0,1.0
04.01.2013,0,2,14567,149.0,1.0
13.01.2013,0,2,15036,390.0,1.0
04.01.2013,0,2,15070,299.0,1.0
06.01.2013,0,2,15070,299.0,1.0
04.01.2013,0,2,15060,399.0,2.0
08.01.2013,0,2,15060,399.0,1.0
08.01.2013,0,2,14582,149.0,1.0
02.01.2013,0,2,15089,389.0,1.0
04.01.2013,0,2,15090,559.0,1.0
02.01.2013,0,2,15100,299.0,1.0
13.01.2013,0,2,15100,299.0,2.0
02.01.2013,0,2,15104,1289.0,1.0
08.01.2013,0,2,15104,1289.0,1.0
24.01.2013,0,2,15030,370.0,1.0
24.01.2013,0,2,6904,149.0,1.0
20.01.2013,0,2,6904,149.0,1.0
15.01.2013,0,2,6904,149.0,1.0
25.01.2013,0,2,2939,599.0,1.0
02.01.2013,0,2,2946,599.0,1.0
09.01.2013,0,2,2946,599.0,1.0
07.01.2013,0,2,2953,299.5,1.0
17.01.2013,0,2,2957,599.0,1.0
15.01.2013,0,2,2973,2499.0,1.0
18.01.2013,0,2,2974,2499.0,1.0
05.01.2013,0,2,3007,1790.0,1.0
07.01.2013,0,2,3007,1790.0,3.0
13.01.2013,0,2,3007,1790.0,1.0
20.01.2013,0,2,3007,1790.0,1.0
02.01.2013,0,2,3056,899.0,2.0
17.01.2013,0,2,3056,899.0,1.0
05.01.2013,0,2,3068,98.0,1.0
12.01.2013,0,2,3076,1399.0,1.0
04.01.2013,0,2,3077,1199.0,1.0
02.01.2013,0,2,3193,449.0,1.0
23.01.2013,0,2,3201,99.0,1.0
23.01.2013,0,2,3202,99.0,1.0
14.01.2013,0,2,3205,99.0,1.0
04.01.2013,0,2,3141,1130.0,1.0
04.01.2013,0,2,3147,1850.0,1.0
16.01.2013,0,2,3147,1850.0,1.0
03.01.2013,0,2,3146,2490.0,1.0
24.01.2013,0,2,3146,2490.0,1.0
23.01.2013,0,2,2939,599.0,1.0
18.01.2013,0,2,3159,790.0,1.0
20.01.2013,0,2,2931,99.0,1.0
07.01.2013,0,2,2931,99.0,3.0
20.01.2013,0,2,2808,999.0,2.0
22.01.2013,0,2,2808,999.0,1.0
07.01.2013,0,2,2640,349.0,1.0
05.01.2013,0,2,2828,499.0,1.0
12.01.2013,0,2,2833,599.0,1.0
04.01.2013,0,2,2844,899.0,1.0
19.01.2013,0,2,2846,1699.0,1.0
14.01.2013,0,2,2847,1699.0,1.0
03.01.2013,0,2,2848,99.0,1.0
15.01.2013,0,2,2848,99.0,1.0
01.01.2013,0,2,2920,599.0,2.0
02.01.2013,0,2,2920,598.5,-1.0
05.01.2013,0,2,2920,598.5,1.0
06.01.2013,0,2,2920,599.0,2.0
08.01.2013,0,2,2920,599.0,1.0
17.01.2013,0,2,2920,599.0,1.0
20.01.2013,0,2,2926,199.0,1.0
03.01.2013,0,2,2929,199.0,1.0
04.01.2013,0,2,2929,199.0,1.0
12.01.2013,0,2,2929,199.0,1.0
16.01.2013,0,2,2929,199.0,1.0
19.01.2013,0,2,2929,199.0,1.0
02.01.2013,0,2,2931,99.0,1.0
03.01.2013,0,2,2931,99.0,1.0
06.01.2013,0,2,2931,99.0,1.0
16.01.2013,0,2,2931,99.0,1.0
20.01.2013,0,2,3159,790.0,1.0
06.01.2013,0,2,3158,1290.0,1.0
11.01.2013,0,2,3158,1290.0,1.0
14.01.2013,0,2,3320,1999.0,1.0
15.01.2013,0,2,3320,1999.0,1.0
11.01.2013,0,2,3325,1199.0,1.0
07.01.2013,0,2,3326,1699.0,1.0
11.01.2013,0,2,3326,1699.0,1.0
23.01.2013,0,2,3328,1999.0,1.0
02.01.2013,0,2,3321,1999.0,1.0
03.01.2013,0,2,3321,1999.0,1.0
10.01.2013,0,2,3321,2599.0,1.0
11.01.2013,0,2,3321,2598.5,1.0
15.01.2013,0,2,3321,1999.0,2.0
19.01.2013,0,2,3321,1999.0,1.0
22.01.2013,0,2,3321,1999.0,1.0
05.01.2013,0,2,3322,1199.0,1.0
06.01.2013,0,2,3323,1999.0,1.0
07.01.2013,0,2,3323,1999.0,1.0
11.01.2013,0,2,3366,1999.0,1.0
02.01.2013,0,2,3505,699.0,1.0
03.01.2013,0,2,3527,199.0,2.0
06.01.2013,0,2,3527,199.0,1.0
13.01.2013,0,2,3527,199.0,1.0
15.01.2013,0,2,3527,199.0,1.0
17.01.2013,0,2,3527,199.0,1.0
04.01.2013,0,2,3533,999.0,1.0
07.01.2013,0,2,3554,2198.5,1.0
04.01.2013,0,2,3320,1999.0,1.0
01.01.2013,0,2,3320,1999.0,1.0
15.01.2013,0,2,3318,1199.0,1.0
12.01.2013,0,2,3316,1199.0,1.0
19.01.2013,0,2,3158,1290.0,1.0
23.01.2013,0,2,3158,1290.0,2.0
12.01.2013,0,2,3160,1590.0,1.0
07.01.2013,0,2,3223,449.0,1.0
12.01.2013,0,2,3223,449.0,1.0
19.01.2013,0,2,3253,899.0,1.0
07.01.2013,0,2,3391,198.0,1.0
07.01.2013,0,2,3402,549.0,1.0
12.01.2013,0,2,3402,549.0,1.0
03.01.2013,0,2,3432,598.5,1.0
04.01.2013,0,2,3432,599.0,2.0
06.01.2013,0,2,3432,599.0,1.0
16.01.2013,0,2,2808,999.0,1.0
10.01.2013,0,2,3432,599.0,1.0
15.01.2013,0,2,3432,599.0,1.0
16.01.2013,0,2,3432,599.0,1.0
08.01.2013,0,2,3433,2799.0,1.0
18.01.2013,0,2,3429,2799.0,1.0
02.01.2013,0,2,3437,1699.0,1.0
11.01.2013,0,2,3437,1699.0,1.0
02.01.2013,0,2,3467,149.0,1.0
03.01.2013,0,2,3467,149.0,1.0
06.01.2013,0,2,3468,149.0,1.0
11.01.2013,0,2,3468,149.0,1.0
03.01.2013,0,2,3470,349.0,1.0
02.01.2013,0,2,3316,1199.0,1.0
12.01.2013,0,2,3432,598.75,2.0
12.01.2013,0,2,2808,999.0,2.0
11.01.2013,0,2,2808,998.833333333,3.0
08.01.2013,0,2,2808,999.0,1.0
17.01.2013,0,2,1409,1398.5,1.0
03.01.2013,0,2,1418,349.0,1.0
05.01.2013,0,2,1418,349.0,1.0
19.01.2013,0,2,1418,349.0,1.0
04.01.2013,0,2,1420,349.0,1.0
07.01.2013,0,2,1420,349.0,1.0
19.01.2013,0,2,1420,349.0,1.0
06.01.2013,0,2,1430,698.0,1.0
03.01.2013,0,2,1467,899.0,1.0
03.01.2013,0,2,1470,599.0,1.0
07.01.2013,0,2,1470,599.0,1.0
12.01.2013,0,2,1470,599.0,1.0
19.01.2013,0,2,1470,599.0,1.0
02.01.2013,0,2,1471,2599.0,1.0
04.01.2013,0,2,1471,2599.0,1.0
01.01.2013,0,2,1472,2599.0,1.0
06.01.2013,0,2,1472,2599.0,1.0
23.01.2013,0,2,1472,2599.0,1.0
10.01.2013,0,2,1475,899.0,1.0
24.01.2013,0,2,1481,1999.0,1.0
03.01.2013,0,2,1523,799.0,2.0
04.01.2013,0,2,1523,799.0,1.0
05.01.2013,0,2,1523,799.0,1.0
07.01.2013,0,2,1523,799.0,1.0
14.01.2013,0,2,1523,799.0,1.0
10.01.2013,0,2,1362,49.0,1.0
07.01.2013,0,2,1247,299.0,1.0
05.01.2013,0,2,1224,399.0,1.0
03.01.2013,0,2,1204,299.0,1.0
14.01.2013,0,2,804,240.0,1.0
22.01.2013,0,2,839,3300.0,1.0
12.01.2013,0,2,963,99.0,1.0
01.01.2013,0,2,991,99.0,1.0
11.01.2013,0,2,995,99.0,1.0
06.01.2013,0,2,998,99.0,1.0
20.01.2013,0,2,998,99.0,1.0
20.01.2013,0,2,999,99.0,1.0
20.01.2013,0,2,1000,99.0,1.0
20.01.2013,0,2,1001,99.0,1.0
11.01.2013,0,2,1007,449.0,1.0
21.01.2013,0,2,1007,449.0,1.0
